Class,TimeAccLoz1Dol-min(x),TimeAccLoz1Dol-max(x),TimeAccLoz1Dol-mean(x),TimeAccLoz1Dol-kurtosis(x),TimeAccLoz1Dol-skewness(x),TimeAccLoz1Dol-moment(x_3),TimeAccLoz1Dol-rms(x),TimeAccLoz1Dol-std(x),FFTAccLoz1Dol-PeakTrackFilter(x_BaseFrequency_0_25000_16000),FFTAccLoz1Dol-PeakTrackFilter(x_BaseFrequency_1_25000_16000),FFTAccLoz1Dol-TrackFilter(x_BaseFrequency_0_10_25000_16000),FFTAccLoz1Dol-TrackFilter(x_BaseFrequency_1_10_25000_16000),FFTAccLoz1Dol-RMSFilter(x_10_500_25000_16000),FFTAccLoz1Dol-RMSFilter(x_500_1000_25000_16000),FFTAccLoz1Dol-IntFilter(x_10_500_25000_16000),FFTAccLoz1Dol-IntFilter(x_500_1000_25000_16000),TimeAccLoz1Gor-min(x),TimeAccLoz1Gor-max(x),TimeAccLoz1Gor-mean(x),TimeAccLoz1Gor-kurtosis(x),TimeAccLoz1Gor-skewness(x),TimeAccLoz1Gor-moment(x_3),TimeAccLoz1Gor-rms(x),TimeAccLoz1Gor-std(x),FFTAccLoz1Gor-PeakTrackFilter(x_BaseFrequency_0_25000_16000),FFTAccLoz1Gor-PeakTrackFilter(x_BaseFrequency_1_25000_16000),FFTAccLoz1Gor-TrackFilter(x_BaseFrequency_0_10_25000_16000),FFTAccLoz1Gor-TrackFilter(x_BaseFrequency_1_10_25000_16000),FFTAccLoz1Gor-RMSFilter(x_10_500_25000_16000),FFTAccLoz1Gor-RMSFilter(x_500_1000_25000_16000),FFTAccLoz1Gor-IntFilter(x_10_500_25000_16000),FFTAccLoz1Gor-IntFilter(x_500_1000_25000_16000),TimeAccOsZ-min(x),TimeAccOsZ-max(x),TimeAccOsZ-mean(x),TimeAccOsZ-kurtosis(x),TimeAccOsZ-skewness(x),TimeAccOsZ-moment(x_3),TimeAccOsZ-rms(x),TimeAccOsZ-std(x),FFTAccOsZ-PeakTrackFilter(x_BaseFrequency_0_25000_16000),FFTAccOsZ-PeakTrackFilter(x_BaseFrequency_1_25000_16000),FFTAccOsZ-TrackFilter(x_BaseFrequency_0_10_25000_16000),FFTAccOsZ-TrackFilter(x_BaseFrequency_1_10_25000_16000),FFTAccOsZ-RMSFilter(x_10_500_25000_16000),FFTAccOsZ-RMSFilter(x_500_1000_25000_16000),FFTAccOsZ-IntFilter(x_10_500_25000_16000),FFTAccOsZ-IntFilter(x_500_1000_25000_16000),TimeAccProbka-min(x),TimeAccProbka-max(x),TimeAccProbka-mean(x),TimeAccProbka-kurtosis(x),TimeAccProbka-skewness(x),TimeAccProbka-moment(x_3),TimeAccProbka-rms(x),TimeAccProbka-std(x),FFTAccProbka-PeakTrackFilter(x_BaseFrequency_0_25000_16000),FFTAccProbka-PeakTrackFilter(x_BaseFrequency_1_25000_16000),FFTAccProbka-TrackFilter(x_BaseFrequency_0_10_25000_16000),FFTAccProbka-TrackFilter(x_BaseFrequency_1_10_25000_16000),FFTAccProbka-RMSFilter(x_10_500_25000_16000),FFTAccProbka-RMSFilter(x_500_1000_25000_16000),FFTAccProbka-IntFilter(x_10_500_25000_16000),FFTAccProbka-IntFilter(x_500_1000_25000_16000),TimeMicSignal-min(x),TimeMicSignal-max(x),TimeMicSignal-mean(x),TimeMicSignal-kurtosis(x),TimeMicSignal-skewness(x),TimeMicSignal-moment(x_3),TimeMicSignal-rms(x),TimeMicSignal-std(x),FFTMicSignal-RMSFilter(x_10_500_25000_16000),FFTMicSignal-RMSFilter(x_500_1000_25000_16000),FFTMicSignal-RMSFilter(x_1000_2000_25000_16000),FFTMicSignal-RMSFilter(x_2000_3000_25000_16000),FFTMicSignal-RMSFilter(x_3000_4000_25000_16000),FFTMicSignal-RMSFilter(x_4000_5000_25000_16000),FFTMicSignal-RMSFilter(x_5000_6000_25000_16000),FFTMicSignal-RMSFilter(x_6000_7000_25000_16000),FFTMicSignal-RMSFilter(x_7000_8000_25000_16000),FFTMicSignal-RMSFilter(x_8000_9000_25000_16000),FFTMicSignal-RMSFilter(x_9000_10000_25000_16000),FFTMicSignal-RMSFilter(x_10000_11000_25000_16000),FFTMicSignal-RMSFilter(x_11000_12500_25000_16000),TimeSpindleLoad-min(x),TimeSpindleLoad-max(x),TimeSpindleLoad-mean(x),TimeSpindleLoad-rms(x),TimeSpindleLoad-std(x),TimeSpindleRPM-min(x),TimeSpindleRPM-max(x),TimeSpindleRPM-mean(x),TimeSpindleRPM-rms(x),TimeSpindleRPM-std(x)
1,-16.022,18.632,0.0035106,4.6528,0.01409,0.35618,2.9349,2.935,0.0076367,0.026711,0.0046698,0.0094788,0.035008,0.084607,6.5236,15.5,-14.298,16.816,0.0011979,4.9357,-0.043662,-0.70453,2.527,2.527,0.022907,0.011327,0.0073826,0.0060776,0.031906,0.08703,6.1416,14.609,-12.879,12.345,0.0059654,5.8429,-0.05882,-0.4168,1.9207,1.9208,0.016382,0.035089,0.011923,0.018332,0.022496,0.02046,4.4955,4.3152,-18.387,22.599,0.010422,3.9221,0.49926,54.983,4.7933,4.7935,0.016848,0.017653,0.013069,0.036978,0.083633,0.29529,19.89,69.798,-1.7505,1.7735,0.0017356,3.0054,0.072546,0.0087176,0.49347,0.49349,0.023775,0.027919,0.0062604,0.001926,0.0027819,0.0034342,0.0032045,0.0026632,0.0022254,0.0018396,0.0014085,0.0010299,0.00069568,4596.8,4896.1,4699.8,4700.3,66.78,1796.1,1810.2,1803.0,1803.0,5.2233
1,-15.946,15.381,-0.0021525,4.9178,0.018681,0.40136,2.78,2.7801,0.0040497,0.029143,0.0039247,0.011172,0.031655,0.060196,5.9566,12.882,-15.076,19.257,0.0035545,5.9093,0.017716,0.25103,2.4199,2.4199,0.025914,0.01751,0.007619,0.0089371,0.028738,0.060052,5.5531,11.884,-11.887,13.855,0.00072672,6.4535,0.019419,0.1413,1.9378,1.9378,0.014681,0.027737,0.011713,0.019613,0.02127,0.014555,4.0491,3.6108,-21.165,21.21,-0.00088885,4.5074,0.067277,2.6249,3.3917,3.3918,0.0067529,0.014839,0.012061,0.034512,0.051519,0.19621,11.609,49.613,-1.6872,1.8714,-0.00032534,3.0114,-0.061509,-0.0056512,0.45123,0.45125,0.026187,0.019656,0.0069068,0.0021041,0.0028636,0.0036678,0.0032395,0.0030075,0.002315,0.0018494,0.0014008,0.0010838,0.00071931,4419.4,4990.6,4897.9,4899.6,128.39,1796.1,1810.7,1802.4,1802.4,5.1757
1,-22.629,24.751,-0.0023041,8.2288,-0.0037173,-0.043323,2.2672,2.2673,0.0098815,0.034523,0.0038351,0.011862,0.018591,0.039157,3.7848,9.0092,-27.955,22.156,0.0052702,10.267,-0.096276,-0.77355,2.0029,2.003,0.020524,0.025758,0.0060098,0.0098028,0.017147,0.039583,3.5594,8.4435,-15.183,19.364,0.0045701,10.798,0.037404,0.17056,1.6583,1.6583,0.011271,0.039135,0.0087438,0.01644,0.015325,0.0096742,3.1409,2.3541,-14.786,16.266,-0.0060226,4.1045,0.078451,1.7504,2.8152,2.8153,0.0084448,0.012197,0.0075622,0.037465,0.041024,0.16176,9.0974,40.962,-1.2639,1.2467,-0.00021341,3.0479,-0.0048782,-0.00019451,0.34163,0.34164,0.020982,0.011355,0.0052131,0.0021083,0.002999,0.0033974,0.0032098,0.0028496,0.0022616,0.0018989,0.0015012,0.0010244,0.00071851,4136.4,4491.1,4315.1,4317.4,143.03,1796.1,1811.3,1803.3,1803.3,5.2113
1,-11.887,11.307,0.002122,6.0785,-0.028083,-0.19929,1.9217,1.9217,0.011105,0.02563,0.0038286,0.0087993,0.011808,0.018807,2.5362,4.7694,-13.611,13.352,0.00031663,7.7823,-0.032736,-0.16882,1.7277,1.7277,0.020491,0.015137,0.0062367,0.0060833,0.01104,0.017981,2.463,4.3072,-13.977,13.459,0.0048706,9.7796,-0.051226,-0.17546,1.5074,1.5075,0.01991,0.017032,0.0089494,0.0088811,0.016371,0.0061241,2.6817,1.5476,-17.685,15.229,0.0041267,6.1572,-0.036524,-0.47796,2.3565,2.3566,0.014055,0.018039,0.012498,0.03745,0.0315,0.1309,7.115,33.562,-1.0797,1.0768,0.0028627,2.9423,-0.052944,-0.0015343,0.30718,0.30717,0.019705,0.0084595,0.0038729,0.0018859,0.0030617,0.0032605,0.0030733,0.0026643,0.0021568,0.0017236,0.0013751,0.0010166,0.0011538,4101.9,5101.4,4904.2,4913.2,297.2,1796.1,1810.2,1802.7,1802.7,5.1615
1,-22.721,23.896,0.0019446,7.8477,0.065469,1.2859,2.6981,2.6982,0.013312,0.02194,0.0042893,0.007433,0.0088454,0.022805,2.0416,6.1474,-19.532,25.193,-0.0017691,9.721,0.11085,1.7275,2.4978,2.4979,0.020538,0.010378,0.006033,0.0056842,0.008291,0.020992,1.9512,5.4927,-17.67,14.664,-0.003935,10.019,-0.13059,-0.79632,1.827,1.827,0.0034824,0.013731,0.0068702,0.0077396,0.0089873,0.0074484,1.9039,1.9844,-11.795,11.231,0.002142,4.2669,0.033839,0.4412,2.3536,2.3537,0.011958,0.0123,0.0084593,0.036457,0.036715,0.13055,7.9658,34.022,-1.1891,1.0998,-0.0026043,2.9297,-0.061163,-0.0016494,0.29989,0.29989,0.018193,0.0076558,0.0046983,0.0021625,0.0028233,0.0037437,0.0032254,0.0027551,0.0021755,0.001748,0.0014038,0.0010864,0.002688,2302.3,5036.5,3806.6,3904.1,868.47,1796.1,1811.3,1803.3,1803.3,5.191
1,-36.027,28.397,0.0037328,9.3055,-0.031588,-2.0223,4.0004,4.0006,0.0087736,0.015303,0.0031784,0.0057844,0.010037,0.026017,2.1215,6.8579,-27.955,30.244,0.0013743,9.8194,-0.0090539,-0.43512,3.6357,3.6358,0.022122,0.0067398,0.0062345,0.0038604,0.0093309,0.02373,2.0243,6.0104,-21.119,20.92,0.0012827,8.9868,-0.065692,-1.3389,2.7316,2.7317,0.005198,0.0048585,0.0066302,0.0061604,0.0067307,0.0072923,1.4919,1.92,-15.854,11.673,0.0024243,4.0351,0.052481,0.84734,2.5275,2.5275,0.017783,0.0027372,0.0081672,0.03576,0.033796,0.14124,7.3774,33.03,-1.31,1.261,0.0019621,2.9398,-0.011979,-0.00038382,0.31762,0.31763,0.017716,0.0077755,0.0067949,0.003536,0.0036821,0.0040603,0.0034027,0.0027969,0.0023064,0.0019094,0.0015321,0.0012069,0.0025159,1516.2,2468.3,2076.7,2092.6,257.97,1797.1,1812.3,1804.6,1804.6,5.2114
1,-7.7212,7.6296,0.0070421,7.2191,0.019851,0.016306,0.93654,0.93655,0.0071382,0.019957,0.0028104,0.0062884,0.0049878,0.0088031,1.0624,2.3651,-10.132,12.574,0.008487,11.3,0.0063054,0.0043782,0.88555,0.88554,0.019213,0.011048,0.0057007,0.005717,0.005298,0.0081157,1.2014,2.1239,-7.5991,8.301,0.0027305,14.442,0.20123,0.050264,0.62979,0.6298,0.0022431,0.0047322,0.0016935,0.004777,0.0024409,0.0023891,0.50474,0.63905,-14.863,9.3081,-0.0068218,7.5209,-0.069503,-0.10837,1.1596,1.1596,0.0063632,0.0090442,0.0076767,0.035256,0.018234,0.062516,3.4213,14.954,-0.95298,0.95298,-0.0014952,2.9888,-0.066377,-0.001044,0.25055,0.25055,0.016582,0.0042983,0.0021421,0.0020482,0.0028562,0.0031564,0.0027744,0.002511,0.0019898,0.0017069,0.0013657,0.0010323,0.00074408,1029.2,1503.6,1352.6,1355.5,88.471,1797.1,1811.2,1803.3,1803.3,5.1878
1,-6.0579,6.6225,0.0086196,5.3149,0.010684,0.013218,1.0736,1.0736,0.0073661,0.015272,0.0025041,0.0059818,0.0053712,0.0093996,1.1067,2.3506,-10.239,7.2329,-0.0012856,6.8992,-0.066594,-0.064254,0.98815,0.98818,0.019506,0.010498,0.0055796,0.0052031,0.0053867,0.0089269,1.1923,2.098,-5.1881,6.1037,0.00449,6.4955,0.062296,0.033839,0.81594,0.81595,0.0025316,0.0033366,0.0017156,0.0052756,0.0024425,0.0029,0.51989,0.70954,-6.8667,6.7141,-0.0027114,3.9217,0.02958,0.076321,1.3716,1.3716,0.01614,0.0070318,0.0079618,0.038301,0.017442,0.077217,3.2902,16.325,-0.91843,0.9098,0.0030367,2.9185,-0.0046517,-5.8838e-05,0.23302,0.233,0.015247,0.0040093,0.0022409,0.0020332,0.0025269,0.0030397,0.002567,0.0024062,0.0019331,0.0016024,0.0012824,0.00099693,0.00059677,1024.9,1273.0,1079.5,1082.0,73.179,1797.1,1811.2,1803.8,1803.8,5.1781
1,-5.2187,6.3326,0.0029889,4.0081,-0.0023564,-0.0021282,0.96663,0.96666,0.0060683,0.013776,0.0029248,0.005176,0.0063774,0.010182,1.4131,2.7449,-4.3336,4.6388,0.0066101,3.8406,-0.018055,-0.012529,0.88535,0.88536,0.020442,0.0076277,0.0060145,0.0046077,0.0063172,0.0093752,1.4735,2.4682,-3.9827,5.2797,-0.0032569,5.9714,0.54099,0.2299,0.75183,0.75185,0.039974,0.015142,0.038462,0.01583,0.012155,0.0023204,1.8213,0.64787,-5.6307,5.0356,0.0070221,3.6922,-0.010782,-0.021012,1.2491,1.2491,0.015143,0.010979,0.014301,0.034906,0.017597,0.065337,3.3245,15.395,-1.0019,0.92995,-0.001592,3.0492,-0.065415,-0.001092,0.25558,0.25558,0.016935,0.0040046,0.0021804,0.0020503,0.002948,0.0033272,0.0030343,0.0024999,0.0019327,0.0017677,0.0013635,0.00098789,0.00062867,1247.6,1355.6,1304.0,1304.7,43.542,1797.1,1811.2,1803.7,1803.7,5.1675
1,-2.5178,2.4567,0.0095304,3.0491,0.019803,0.0045192,0.61117,0.61112,0.0049901,0.01761,0.0042632,0.0062187,0.0029159,0.0032678,0.66555,0.78074,-2.6551,2.3041,-0.0039827,3.0792,-0.057694,-0.011289,0.58057,0.58057,0.020347,0.011131,0.0080973,0.0049775,0.0041134,0.0029766,0.93889,0.74119,-3.7538,2.6399,0.014299,7.4774,-0.64372,-0.047936,0.42096,0.42073,0.022704,0.0064227,0.027138,0.0050787,0.0098541,0.0010737,1.212,0.27337,-2.7924,2.8993,-0.026021,4.2262,-0.21752,-0.014473,0.40605,0.40523,0.015661,0.0044982,0.011424,0.028782,0.012392,0.014354,2.295,3.4832,-1.0595,1.0134,0.008768,2.7164,-0.10512,-0.0029947,0.30554,0.30542,0.022087,0.0028014,0.0013649,0.0018789,0.0023861,0.0028898,0.0028956,0.002551,0.0019951,0.0017456,0.0014091,0.0010662,0.00067475,872.03,1094.0,976.69,981.2,94.053,1797.1,1811.2,1803.8,1803.8,5.1774
1,-2.4415,2.3804,0.0071976,3.0223,0.016138,0.0040261,0.62956,0.62954,0.0066103,0.018792,0.0033915,0.0067871,0.0030045,0.0034455,0.67319,0.84911,-2.9908,2.1821,-0.0014992,3.0319,-0.079075,-0.015334,0.57882,0.57884,0.017489,0.0094888,0.0056557,0.0054887,0.0039467,0.0032753,0.91363,0.83232,-1.4649,1.3886,-0.016187,3.0616,0.012984,0.00057169,0.35349,0.35313,0.0042947,0.0023737,0.0031693,0.003263,0.0023198,0.0011861,0.4836,0.30102,-8.6673,6.3326,-0.0054065,16.824,-0.47153,-0.10394,0.60409,0.60409,0.0065855,0.0023803,0.0057382,0.031362,0.0145,0.029041,2.4492,7.5209,-0.96738,0.90116,-0.0033637,2.7814,-0.063084,-0.0010219,0.25304,0.25303,0.017123,0.0031393,0.0013476,0.0020012,0.0030291,0.0033065,0.002831,0.002495,0.0019084,0.0016689,0.0013909,0.00099033,0.00065733,944.43,1085.8,1042.3,1043.0,37.292,1797.1,1811.3,1803.7,1803.7,5.1701
1,-6.4547,5.8443,0.0032502,4.1428,-0.044884,-0.056559,1.0801,1.0802,0.0048322,0.026458,0.0020242,0.0092928,0.022224,0.020713,4.2825,4.6751,-5.7222,5.707,-0.0015231,4.1129,-0.051254,-0.047979,0.97823,0.97826,0.020718,0.017756,0.0059868,0.007098,0.021315,0.020939,4.09,4.3729,-7.5076,3.8911,0.0036327,5.9977,-0.15273,-0.044606,0.66348,0.66349,0.012533,0.010834,0.0061104,0.0078237,0.010319,0.0050817,2.1212,1.3052,-12.68,10.636,0.0083974,3.3971,0.26774,2.7516,2.1742,2.1742,0.01573,0.0079884,0.0079685,0.035252,0.035368,0.14656,8.1073,39.788,-1.3014,1.2524,-0.00030051,3.2941,-0.054345,-0.0014528,0.29901,0.29902,0.020394,0.0074793,0.0023513,0.0016473,0.0023511,0.0029226,0.0027833,0.0024651,0.0019522,0.0017096,0.0014075,0.0010235,0.0006203,980.75,3425.3,2393.0,2477.6,643.13,1796.1,1811.3,1802.8,1802.8,5.1599
1,-8.6367,7.889,0.0054094,3.7858,-0.015941,-0.057899,1.5372,1.5372,0.0053686,0.026307,0.0028012,0.010355,0.033712,0.041931,6.124,8.9051,-5.4933,8.1942,-0.00049593,3.6283,0.024653,0.061321,1.3549,1.355,0.024747,0.014902,0.0071808,0.008624,0.032368,0.042141,5.8137,8.301,-5.4476,6.7598,-0.001937,3.9674,0.028105,0.017562,0.85493,0.85496,0.0038103,0.010789,0.015105,0.0076282,0.016857,0.01066,3.3028,2.5159,-12.131,16.556,0.0026856,3.5726,0.14857,3.0504,2.7383,2.7384,0.0077618,0.0058179,0.016454,0.036722,0.056906,0.17998,12.76,47.106,-1.4885,1.4626,0.0019052,2.8653,-0.019567,-0.0013087,0.40592,0.40593,0.026894,0.013937,0.0035815,0.0017593,0.0024369,0.0032781,0.0031689,0.0027113,0.0020499,0.0017048,0.001455,0.0010198,0.00092468,3307.6,3765.6,3474.3,3479.0,181.76,1797.1,1811.2,1804.0,1804.0,5.2278
1,-17.945,17.045,0.0021001,4.5928,-0.0035953,-0.062815,2.5948,2.5949,0.0081163,0.031848,0.0032455,0.009278,0.036034,0.096815,6.7187,16.025,-15.854,15.549,-0.0018321,4.5973,-0.034968,-0.38496,2.2246,2.2247,0.024827,0.025641,0.0070175,0.0074715,0.032359,0.098711,6.1815,15.075,-15.824,10.315,-0.0052511,7.5162,-0.06657,-0.1731,1.3751,1.3752,0.0065823,0.033498,0.0060173,0.014151,0.019339,0.025715,4.1479,4.8349,-26.399,26.078,0.00094226,4.1876,0.35276,39.111,4.804,4.8042,0.0078902,0.024942,0.0088951,0.033911,0.081779,0.32265,19.449,67.319,-1.9376,1.8628,0.00082126,3.0086,-0.027042,-0.0031066,0.48613,0.48614,0.024605,0.026388,0.0059292,0.0024218,0.0028032,0.0033352,0.0032447,0.0028456,0.0021343,0.0018177,0.001519,0.0010636,0.0012308,3683.8,4641.9,4193.9,4204.1,293.32,1797.1,1811.2,1803.3,1803.4,5.1895
1,-16.739,16.327,-0.00031186,4.4743,0.034652,0.97775,3.0444,3.0445,0.0048547,0.020679,0.0024308,0.0086313,0.03409,0.11932,6.3283,19.359,-14.908,17.67,0.00098804,4.4144,0.086823,1.7282,2.7101,2.7102,0.024235,0.013223,0.0070336,0.0069724,0.03096,0.12465,5.9161,18.281,-15.046,13.916,0.00072768,6.8142,-0.026967,-0.17612,1.8692,1.8693,0.010678,0.039121,0.010303,0.016366,0.020378,0.036323,4.3638,5.8428,-22.004,48.906,-0.00066664,4.475,0.70252,200.59,6.5849,6.5851,0.024914,0.027647,0.014665,0.038189,0.12847,0.4404,30.231,85.107,-2.1104,1.8455,-0.00073003,2.8593,-0.029671,-0.0059946,0.58678,0.5868,0.023205,0.037121,0.0074153,0.0021715,0.0031237,0.0038023,0.0036028,0.003052,0.0023026,0.0019671,0.0015319,0.0010733,0.0007746,4611.5,5033.1,4700.6,4702.1,121.53,1797.1,1811.2,1803.8,1803.8,5.1759
1,-19.044,18.448,0.0015173,5.2167,0.019576,0.5429,3.0269,3.027,0.0055474,0.028122,0.0028963,0.0090891,0.029892,0.080241,5.9355,15.309,-18.052,17.777,0.0041286,5.7931,0.043595,0.76738,2.6013,2.6014,0.021412,0.018332,0.0066036,0.0067833,0.026714,0.081448,5.4871,14.104,-14.588,13.321,0.00045587,6.7723,-0.038997,-0.32383,2.025,2.0251,0.025253,0.023325,0.016918,0.011798,0.020242,0.020752,4.5574,4.2715,-22.843,26.673,0.0018883,3.9675,0.42386,48.654,4.8599,4.8601,0.026984,0.0074203,0.016625,0.033723,0.091099,0.29676,20.554,67.649,-1.6728,1.8829,0.0023609,3.0015,0.10211,0.01197,0.48942,0.48943,0.023464,0.027008,0.0067525,0.002273,0.0032754,0.0038364,0.0036137,0.003019,0.0024811,0.0018975,0.0014938,0.00099878,0.00071844,4676.7,5030.0,4885.6,4887.5,137.11,1797.1,1811.2,1803.7,1803.7,5.1678
1,-14.481,15.763,-0.0032664,5.8422,0.15648,1.8247,2.2676,2.2677,0.0094435,0.020397,0.0032169,0.0075669,0.020244,0.036625,4.2334,8.0394,-11.277,13.733,0.0093902,5.871,0.080891,0.71179,2.0645,2.0646,0.022768,0.012236,0.0065717,0.005937,0.018554,0.036598,3.9898,7.4673,-11.917,12.65,-0.0015393,6.4896,-0.019931,-0.12659,1.8519,1.852,0.0051214,0.020943,0.013335,0.013303,0.014743,0.011079,3.3988,2.5503,-16.144,17.014,0.0052177,4.9271,0.33412,8.4945,2.9405,2.9405,0.010511,0.013163,0.011652,0.036532,0.045136,0.1724,10.065,44.412,-1.4597,1.3877,0.00015529,3.1837,0.010217,0.00050657,0.36738,0.36739,0.022154,0.01463,0.0045958,0.0020825,0.002891,0.0033059,0.0032124,0.0027237,0.0022082,0.0016796,0.0013789,0.0010281,0.00069186,4084.1,4757.4,4360.4,4369.3,277.68,1797.1,1811.2,1803.4,1803.4,5.1753
1,-6.119,7.1108,-0.00062277,4.8125,0.0029666,0.0042524,1.1275,1.1276,0.014015,0.018631,0.0042704,0.0070092,0.0057483,0.009239,1.3583,2.2582,-7.6907,7.6907,0.00095466,5.3734,0.016066,0.017667,1.0322,1.0322,0.019479,0.011341,0.0057281,0.00571,0.0057357,0.0087067,1.4244,2.0848,-7.065,7.2481,0.00027657,6.6288,0.11012,0.067704,0.85033,0.85036,0.0099287,0.015114,0.00384,0.0087365,0.0061424,0.0026418,1.313,0.65192,-8.2858,11.658,-0.001134,3.7783,0.23759,1.0222,1.6264,1.6265,0.019791,0.0064456,0.0083109,0.035965,0.019321,0.096331,3.9726,24.704,-0.99329,0.99041,-0.0010854,2.909,-0.04332,-0.00076132,0.26,0.26,0.017112,0.0043493,0.0021852,0.0018367,0.0026837,0.0034395,0.0032836,0.0027648,0.0021809,0.0018707,0.001371,0.0010374,0.0006634,4078.5,4853.6,4674.8,4681.4,249.86,1797.1,1811.2,1804.0,1804.0,5.2271
1,-15.427,13.474,0.0048505,8.1961,0.10451,0.45046,1.6274,1.6275,0.0094055,0.0229,0.0036558,0.0081027,0.011184,0.017756,2.325,4.461,-13.916,11.063,0.0023356,7.6084,0.008018,0.024195,1.4451,1.4451,0.023556,0.012971,0.0070677,0.0066384,0.010582,0.017414,2.2866,4.1058,-13.016,8.2705,0.004016,8.0807,-0.13672,-0.26785,1.2513,1.2513,0.011721,0.012345,0.0063859,0.0065199,0.007213,0.0050933,1.6462,1.3164,-13.672,11.612,-0.0012379,4.7348,0.23571,2.1451,2.0878,2.0879,0.013644,0.0056327,0.0073834,0.036271,0.026596,0.12275,5.9493,32.14,-1.0768,1.0595,0.0028132,3.0449,-0.072123,-0.0014726,0.27333,0.27333,0.016812,0.0062166,0.0031179,0.0020568,0.0032217,0.0039298,0.0034833,0.0029675,0.0023807,0.0019304,0.0014813,0.0010703,0.00093435,3902.2,4826.4,4326.2,4333.4,249.74,1797.1,1811.2,1803.4,1803.4,5.1871
1,-27.299,34.852,-0.00018216,12.616,0.030139,0.57125,2.6662,2.6663,0.0096553,0.021356,0.0029181,0.0072535,0.0087528,0.021331,1.9848,5.5422,-20.402,22.874,0.0041047,10.153,0.03549,0.49103,2.4007,2.4007,0.022367,0.0086926,0.0064378,0.0045154,0.0084359,0.020197,1.988,5.0402,-18.342,15.32,-0.0026217,11.604,-0.073627,-0.38894,1.7416,1.7417,0.01144,0.01727,0.005478,0.010348,0.0072429,0.0059933,1.6889,1.5811,-15.412,15.137,0.0023041,5.6343,0.12643,1.5416,2.3016,2.3017,0.01442,0.016971,0.0071897,0.032505,0.030109,0.12859,6.6052,34.557,-1.1229,1.0365,-0.00084142,2.9678,-0.045716,-0.0010089,0.2805,0.2805,0.017426,0.0060681,0.0043118,0.0021125,0.0029988,0.0032644,0.0031566,0.002745,0.0021241,0.0018392,0.001433,0.0010381,0.002065,3133.7,3998.3,3467.5,3485.6,355.31,1797.1,1812.3,1804.4,1804.4,5.1849
1,-27.787,33.464,-0.0012684,8.7893,0.089223,5.9245,4.0494,4.0495,0.0061838,0.02511,0.002189,0.0091278,0.010122,0.029177,2.0825,7.6872,-26.185,28.26,-0.0027104,8.6822,-0.034403,-1.3854,3.4276,3.4277,0.022089,0.017979,0.0063818,0.0074842,0.0097581,0.027204,2.1035,6.9207,-19.181,20.463,0.002658,7.6803,0.029525,0.47798,2.5297,2.5298,0.005089,0.0027999,0.0057777,0.0049805,0.0052215,0.0070523,1.2741,1.8148,-14.313,15.213,-0.0051634,4.5209,0.13716,2.6124,2.6706,2.6707,0.0083276,0.0025351,0.0067358,0.036179,0.034636,0.151,7.1792,36.956,-1.1833,1.3071,0.00087057,2.9477,-0.01482,-0.00049799,0.3227,0.32271,0.017115,0.0079272,0.0080155,0.0032724,0.0038363,0.0040449,0.0036721,0.0030217,0.0025264,0.0018622,0.0015191,0.0011527,0.002194,1452.6,3236.9,2683.3,2713.1,401.4,1797.1,1812.3,1804.0,1804.0,5.1806
1,-6.9887,7.7059,-0.003563,6.2231,0.020122,0.01873,0.9764,0.97642,0.0068353,0.026037,0.0026424,0.0094727,0.0062094,0.010814,1.3306,2.6926,-6.6683,6.2716,0.0087998,6.4986,-0.079632,-0.054952,0.88373,0.88371,0.021892,0.01706,0.0063282,0.0069095,0.0061814,0.010007,1.4122,2.3985,-4.9898,5.295,-0.00059702,7.0041,0.024668,0.0067057,0.6478,0.64782,0.0023338,0.0058305,0.0017983,0.0045944,0.0023135,0.0024123,0.49469,0.66285,-6.5615,4.883,-0.0039016,3.672,-0.051921,-0.087493,1.19,1.19,0.010219,0.010436,0.0063661,0.035659,0.01847,0.066261,3.4153,15.497,-0.8954,0.87237,-0.0017519,2.8426,-0.10898,-0.0018348,0.2563,0.25631,0.016965,0.0043773,0.0022488,0.0019372,0.0026869,0.0030639,0.002986,0.0025801,0.0021422,0.0017337,0.0014612,0.0010153,0.00076884,1008.9,1435.2,1223.0,1234.1,165.62,1797.1,1811.2,1803.4,1803.4,5.175
1,-6.1342,5.2492,-0.0028678,4.6568,-0.0028537,-0.0031437,1.0328,1.0328,0.0057901,0.023728,0.0021743,0.0082268,0.0064365,0.013474,1.2387,3.2487,-6.1037,6.6683,0.0023671,5.0994,0.0013841,0.0012444,0.96516,0.96519,0.020318,0.018312,0.0055881,0.0080783,0.0064616,0.01215,1.3243,2.7918,-4.4404,3.9827,-0.00016213,5.0864,0.011736,0.00434,0.71778,0.71781,0.00085267,0.0081274,0.0014528,0.0048463,0.0023603,0.0033974,0.49786,0.82576,-5.8748,6.4241,0.002081,3.8355,0.11617,0.37721,1.4808,1.4809,0.006664,0.0056951,0.0060571,0.036144,0.019725,0.082042,3.5304,16.385,-0.99041,0.97602,0.0059169,2.8503,-0.050281,-0.00087103,0.25882,0.25876,0.016864,0.0038795,0.0022144,0.00204,0.0029862,0.0032408,0.0030967,0.0026526,0.0019114,0.0017675,0.0014134,0.00098901,0.00063543,1002.0,1519.3,1402.8,1412.9,169.31,1796.1,1811.3,1803.2,1803.2,5.2546
